url,image,YUV_values
https://i.pinimg.com/474x/16/15/7b/16157becaeabf8fc2859f224563a6c7f.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=474x914 at 0x130A40670>,"(np.float64(108.90248732792288), np.float64(120.8541003056071), np.float64(135.76294675419402))"
https://i.pinimg.com/474x/14/6f/5a/146f5a138f612e1da98d15e77dc1cf94.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=422x571 at 0x130A40430>,"(np.float64(156.35464928079946), np.float64(116.40247009901977), np.float64(143.86525676247706))"
https://i.pinimg.com/474x/16/6f/45/166f457de12990c9300894f7eaf6052e.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=467x700 at 0x130A403A0>,"(np.float64(91.95851370186847), np.float64(118.80020999502644), np.float64(143.1269855889378))"
https://i.pinimg.com/474x/16/6b/83/166b83a4ad1437d9bf63b9a93433d0dd.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=474x710 at 0x130A40C70>,"(np.float64(115.78802816901408), np.float64(108.43607892078208), np.float64(150.95369941165984))"
https://i.pinimg.com/474x/14/07/f2/1407f279ea1842fc5780372aeaff53b5.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=474x474 at 0x1309F06A0>,"(np.float64(128.4282585957494), np.float64(113.8553332591521), np.float64(151.26606876599533))"
https://i.pinimg.com/474x/14/07/f2/1407f279ea1842fc5780372aeaff53b5.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=474x474 at 0x130A40C40>,"(np.float64(128.4282585957494), np.float64(113.8553332591521), np.float64(151.26606876599533))"
https://i.pinimg.com/474x/15/3c/b4/153cb412203426acafaa7dd6ac19541b.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=407x620 at 0x130A40520>,"(np.float64(100.17963362239801), np.float64(119.38300806950235), np.float64(137.42484185994894))"
https://i.pinimg.com/474x/15/b0/04/15b0044ecc8dc4eab7f86927b1717d06.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=474x592 at 0x130A40D30>,"(np.float64(96.43946397704795), np.float64(113.1249959905198), np.float64(141.5322736425682))"
https://i.pinimg.com/474x/12/6a/37/126a37deb74f3c46c06dcf1ecad2c1be.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=474x711 at 0x130A404F0>,"(np.float64(176.28529253891574), np.float64(120.87676577248864), np.float64(153.1408886794182))"
https://i.pinimg.com/474x/11/e6/93/11e6931fe45fc61a7538be3c0617b009.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=474x572 at 0x130A407F0>,"(np.float64(92.1974786816559), np.float64(124.70675474314714), np.float64(134.40246673158066))"
